ITER,PRECISION,RECALL,F-SCORE,SOLVER,ACTIVATION,ALPHA,HIDDEN LAYERS
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.001,(6, 2, 2)
3,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],lbfgs,tanh,0.001,(6, 2, 3)
3,[ 0.90384615  0.9375    ],[ 0.94  0.9 ],[ 0.92156863  0.91836735],lbfgs,tanh,0.001,(6, 2, 4)
3,[ 0.91625616  0.92893401],[ 0.93   0.915],[ 0.92307692  0.92191436],lbfgs,tanh,0.001,(6, 2, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.001,(6, 2, 6)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.001,(6, 3, 2)
3,[ 0.89903846  0.93229167],[ 0.935  0.895],[ 0.91666667  0.91326531],lbfgs,tanh,0.001,(6, 3, 3)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.001,(6, 3, 4)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.001,(6, 3, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.001,(6, 3, 6)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.001,(6, 4, 2)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.001,(6, 4, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.001,(6, 4, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.001,(6, 4, 5)
3,[ 0.89903846  0.93229167],[ 0.935  0.895],[ 0.91666667  0.91326531],lbfgs,tanh,0.001,(6, 4, 6)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.001,(6, 5, 2)
3,[ 0.92893401  0.91625616],[ 0.915  0.93 ],[ 0.92191436  0.92307692],lbfgs,tanh,0.001,(6, 5, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.001,(6, 5, 4)
3,[ 0.93333333  0.91219512],[ 0.91   0.935],[ 0.92151899  0.92345679],lbfgs,tanh,0.001,(6, 5, 5)
3,[ 0.89805825  0.92268041],[ 0.925  0.895],[ 0.91133005  0.90862944],lbfgs,tanh,0.001,(6, 5, 6)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.001,(6, 6, 2)
3,[ 0.92929293  0.92079208],[ 0.92  0.93],[ 0.92462312  0.92537313],lbfgs,tanh,0.001,(6, 6, 3)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.001,(6, 6, 4)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.001,(6, 6, 5)
3,[ 0.91  0.91],[ 0.91  0.91],[ 0.91  0.91],lbfgs,tanh,0.001,(6, 6, 6)
3,[ 0.91625616  0.92893401],[ 0.93   0.915],[ 0.92307692  0.92191436],lbfgs,tanh,0.01,2
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,3
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,4
3,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],lbfgs,tanh,0.01,5
3,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],lbfgs,tanh,0.01,6
3,[ 0.91625616  0.92893401],[ 0.93   0.915],[ 0.92307692  0.92191436],lbfgs,tanh,0.01,(2, 2)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(2, 3)
3,[ 0.92537313  0.92964824],[ 0.93   0.925],[ 0.9276808  0.9273183],lbfgs,tanh,0.01,(2, 4)
3,[ 0.91262136  0.93814433],[ 0.94  0.91],[ 0.92610837  0.92385787],lbfgs,tanh,0.01,(2, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(2, 6)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 2)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.01,(3, 3)
3,[ 0.93367347  0.91666667],[ 0.915  0.935],[ 0.92424242  0.92574257],lbfgs,tanh,0.01,(3, 4)
3,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],lbfgs,tanh,0.01,(3, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 6)
3,[ 0.90865385  0.94270833],[ 0.945  0.905],[ 0.92647059  0.92346939],lbfgs,tanh,0.01,(4, 2)
3,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],lbfgs,tanh,0.01,(4, 3)
3,[ 0.93367347  0.91666667],[ 0.915  0.935],[ 0.92424242  0.92574257],lbfgs,tanh,0.01,(4, 4)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(4, 5)
3,[ 0.91089109  0.91919192],[ 0.92  0.91],[ 0.91542289  0.91457286],lbfgs,tanh,0.01,(4, 6)
3,[ 0.91044776  0.91457286],[ 0.915  0.91 ],[ 0.9127182  0.9122807],lbfgs,tanh,0.01,(5, 2)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(5, 3)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.01,(5, 4)
3,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],lbfgs,tanh,0.01,(5, 5)
3,[ 0.91133005  0.92385787],[ 0.925  0.91 ],[ 0.91811414  0.91687657],lbfgs,tanh,0.01,(5, 6)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(6, 2)
3,[ 0.8952381   0.93684211],[ 0.94  0.89],[ 0.91707317  0.91282051],lbfgs,tanh,0.01,(6, 3)
3,[ 0.90686275  0.92346939],[ 0.925  0.905],[ 0.91584158  0.91414141],lbfgs,tanh,0.01,(6, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(6, 5)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(6, 6)
3,[ 0.91133005  0.92385787],[ 0.925  0.91 ],[ 0.91811414  0.91687657],lbfgs,tanh,0.01,(2, 2, 2)
3,[ 0.90430622  0.94240838],[ 0.945  0.9  ],[ 0.92420538  0.92071611],lbfgs,tanh,0.01,(2, 2, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(2, 2, 4)
3,[ 0.91089109  0.91919192],[ 0.92  0.91],[ 0.91542289  0.91457286],lbfgs,tanh,0.01,(2, 2, 5)
3,[ 0.90384615  0.9375    ],[ 0.94  0.9 ],[ 0.92156863  0.91836735],lbfgs,tanh,0.01,(2, 2, 6)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(2, 3, 2)
3,[ 0.91262136  0.93814433],[ 0.94  0.91],[ 0.92610837  0.92385787],lbfgs,tanh,0.01,(2, 3, 3)
3,[ 0.90865385  0.94270833],[ 0.945  0.905],[ 0.92647059  0.92346939],lbfgs,tanh,0.01,(2, 3, 4)
3,[ 0.92079208  0.92929293],[ 0.93  0.92],[ 0.92537313  0.92462312],lbfgs,tanh,0.01,(2, 3, 5)
3,[ 0.93  0.93],[ 0.93  0.93],[ 0.93  0.93],lbfgs,tanh,0.01,(2, 3, 6)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(2, 4, 2)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(2, 4, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(2, 4, 4)
3,[ 0.90338164  0.93264249],[ 0.935  0.9  ],[ 0.91891892  0.91603053],lbfgs,tanh,0.01,(2, 4, 5)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.01,(2, 4, 6)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(2, 5, 2)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(2, 5, 3)
3,[ 0.93  0.93],[ 0.93  0.93],[ 0.93  0.93],lbfgs,tanh,0.01,(2, 5, 4)
3,[ 0.90243902  0.92307692],[ 0.925  0.9  ],[ 0.91358025  0.91139241],lbfgs,tanh,0.01,(2, 5, 5)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.01,(2, 5, 6)
3,[ 0.91584158  0.92424242],[ 0.925  0.915],[ 0.92039801  0.91959799],lbfgs,tanh,0.01,(2, 6, 2)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.01,(2, 6, 3)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.01,(2, 6, 4)
3,[ 0.93  0.93],[ 0.93  0.93],[ 0.93  0.93],lbfgs,tanh,0.01,(2, 6, 5)
3,[ 0.92537313  0.92964824],[ 0.93   0.925],[ 0.9276808  0.9273183],lbfgs,tanh,0.01,(2, 6, 6)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(3, 2, 2)
3,[ 0.92537313  0.92964824],[ 0.93   0.925],[ 0.9276808  0.9273183],lbfgs,tanh,0.01,(3, 2, 3)
3,[ 0.91625616  0.92893401],[ 0.93   0.915],[ 0.92307692  0.92191436],lbfgs,tanh,0.01,(3, 2, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 2, 5)
3,[ 0.9047619   0.94736842],[ 0.95  0.9 ],[ 0.92682927  0.92307692],lbfgs,tanh,0.01,(3, 2, 6)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 3, 2)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 3, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 3, 4)
3,[ 0.92079208  0.92929293],[ 0.93  0.92],[ 0.92537313  0.92462312],lbfgs,tanh,0.01,(3, 3, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 3, 6)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.01,(3, 4, 2)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 4, 3)
3,[ 0.93434343  0.92574257],[ 0.925  0.935],[ 0.92964824  0.93034826],lbfgs,tanh,0.01,(3, 4, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 4, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 4, 6)
3,[ 0.92929293  0.92079208],[ 0.92  0.93],[ 0.92462312  0.92537313],lbfgs,tanh,0.01,(3, 5, 2)
3,[ 0.93367347  0.91666667],[ 0.915  0.935],[ 0.92424242  0.92574257],lbfgs,tanh,0.01,(3, 5, 3)
3,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],lbfgs,tanh,0.01,(3, 5, 4)
3,[ 0.90865385  0.94270833],[ 0.945  0.905],[ 0.92647059  0.92346939],lbfgs,tanh,0.01,(3, 5, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 5, 6)
3,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],lbfgs,tanh,0.01,(3, 6, 2)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 6, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(3, 6, 4)
3,[ 0.93  0.93],[ 0.93  0.93],[ 0.93  0.93],lbfgs,tanh,0.01,(3, 6, 5)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(3, 6, 6)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(4, 2, 2)
3,[ 0.91089109  0.91919192],[ 0.92  0.91],[ 0.91542289  0.91457286],lbfgs,tanh,0.01,(4, 2, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(4, 2, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(4, 2, 5)
3,[ 0.90338164  0.93264249],[ 0.935  0.9  ],[ 0.91891892  0.91603053],lbfgs,tanh,0.01,(4, 2, 6)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(4, 3, 2)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(4, 3, 3)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.01,(4, 3, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(4, 3, 5)
3,[ 0.93367347  0.91666667],[ 0.915  0.935],[ 0.92424242  0.92574257],lbfgs,tanh,0.01,(4, 3, 6)
3,[ 0.90821256  0.93782383],[ 0.94   0.905],[ 0.92383292  0.92111959],lbfgs,tanh,0.01,(4, 4, 2)
3,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],lbfgs,tanh,0.01,(4, 4, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(4, 4, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(4, 4, 5)
3,[ 0.92424242  0.91584158],[ 0.915  0.925],[ 0.91959799  0.92039801],lbfgs,tanh,0.01,(4, 4, 6)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(4, 5, 2)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(4, 5, 3)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(4, 5, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(4, 5, 5)
3,[ 0.93  0.93],[ 0.93  0.93],[ 0.93  0.93],lbfgs,tanh,0.01,(4, 5, 6)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(4, 6, 2)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.01,(4, 6, 3)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.01,(4, 6, 4)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(4, 6, 5)
3,[ 0.91584158  0.92424242],[ 0.925  0.915],[ 0.92039801  0.91959799],lbfgs,tanh,0.01,(4, 6, 6)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(5, 2, 2)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(5, 2, 3)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(5, 2, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(5, 2, 5)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.01,(5, 2, 6)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(5, 3, 2)
3,[ 0.90430622  0.94240838],[ 0.945  0.9  ],[ 0.92420538  0.92071611],lbfgs,tanh,0.01,(5, 3, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(5, 3, 4)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(5, 3, 5)
3,[ 0.89952153  0.93717277],[ 0.94   0.895],[ 0.9193154   0.91560102],lbfgs,tanh,0.01,(5, 3, 6)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.01,(5, 4, 2)
3,[ 0.91542289  0.91959799],[ 0.92   0.915],[ 0.91770574  0.91729323],lbfgs,tanh,0.01,(5, 4, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(5, 4, 4)
3,[ 0.93467337  0.93034826],[ 0.93   0.935],[ 0.93233083  0.93266833],lbfgs,tanh,0.01,(5, 4, 5)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.01,(5, 4, 6)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(5, 5, 2)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.01,(5, 5, 3)
3,[ 0.92929293  0.92079208],[ 0.92  0.93],[ 0.92462312  0.92537313],lbfgs,tanh,0.01,(5, 5, 4)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.01,(5, 5, 5)
3,[ 0.90821256  0.93782383],[ 0.94   0.905],[ 0.92383292  0.92111959],lbfgs,tanh,0.01,(5, 5, 6)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.01,(5, 6, 2)
3,[ 0.92929293  0.92079208],[ 0.92  0.93],[ 0.92462312  0.92537313],lbfgs,tanh,0.01,(5, 6, 3)
3,[ 0.915  0.915],[ 0.915  0.915],[ 0.915  0.915],lbfgs,tanh,0.01,(5, 6, 4)
3,[ 0.89855072  0.92746114],[ 0.93   0.895],[ 0.91400491  0.91094148],lbfgs,tanh,0.01,(5, 6, 5)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.01,(5, 6, 6)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(6, 2, 2)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(6, 2, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(6, 2, 4)
3,[ 0.91133005  0.92385787],[ 0.925  0.91 ],[ 0.91811414  0.91687657],lbfgs,tanh,0.01,(6, 2, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(6, 2, 6)
3,[ 0.91133005  0.92385787],[ 0.925  0.91 ],[ 0.91811414  0.91687657],lbfgs,tanh,0.01,(6, 3, 2)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(6, 3, 3)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(6, 3, 4)
3,[ 0.90338164  0.93264249],[ 0.935  0.9  ],[ 0.91891892  0.91603053],lbfgs,tanh,0.01,(6, 3, 5)
3,[ 0.91625616  0.92893401],[ 0.93   0.915],[ 0.92307692  0.92191436],lbfgs,tanh,0.01,(6, 3, 6)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(6, 4, 2)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(6, 4, 3)
3,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],lbfgs,tanh,0.01,(6, 4, 4)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.01,(6, 4, 5)
3,[ 0.91133005  0.92385787],[ 0.925  0.91 ],[ 0.91811414  0.91687657],lbfgs,tanh,0.01,(6, 4, 6)
3,[ 0.92079208  0.92929293],[ 0.93  0.92],[ 0.92537313  0.92462312],lbfgs,tanh,0.01,(6, 5, 2)
3,[ 0.89473684  0.93193717],[ 0.935  0.89 ],[ 0.91442543  0.91048593],lbfgs,tanh,0.01,(6, 5, 3)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.01,(6, 5, 4)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.01,(6, 5, 5)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.01,(6, 5, 6)
3,[ 0.90338164  0.93264249],[ 0.935  0.9  ],[ 0.91891892  0.91603053],lbfgs,tanh,0.01,(6, 6, 2)
3,[ 0.90776699  0.93298969],[ 0.935  0.905],[ 0.92118227  0.91878173],lbfgs,tanh,0.01,(6, 6, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.01,(6, 6, 4)
3,[ 0.90243902  0.92307692],[ 0.925  0.9  ],[ 0.91358025  0.91139241],lbfgs,tanh,0.01,(6, 6, 5)
3,[ 0.91625616  0.92893401],[ 0.93   0.915],[ 0.92307692  0.92191436],lbfgs,tanh,0.01,(6, 6, 6)
3,[ 0.91584158  0.92424242],[ 0.925  0.915],[ 0.92039801  0.91959799],lbfgs,tanh,0.03,2
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.03,3
3,[ 0.90384615  0.9375    ],[ 0.94  0.9 ],[ 0.92156863  0.91836735],lbfgs,tanh,0.03,4
3,[ 0.92039801  0.92462312],[ 0.925  0.92 ],[ 0.92269327  0.92230576],lbfgs,tanh,0.03,5
3,[ 0.91089109  0.91919192],[ 0.92  0.91],[ 0.91542289  0.91457286],lbfgs,tanh,0.03,6
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.03,(2, 2)
3,[ 0.90430622  0.94240838],[ 0.945  0.9  ],[ 0.92420538  0.92071611],lbfgs,tanh,0.03,(2, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.03,(2, 4)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.03,(2, 5)
3,[ 0.90821256  0.93782383],[ 0.94   0.905],[ 0.92383292  0.92111959],lbfgs,tanh,0.03,(2, 6)
3,[ 0.92  0.92],[ 0.92  0.92],[ 0.92  0.92],lbfgs,tanh,0.03,(3, 2)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.03,(3, 3)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.03,(3, 4)
3,[ 0.91133005  0.92385787],[ 0.925  0.91 ],[ 0.91811414  0.91687657],lbfgs,tanh,0.03,(3, 5)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.03,(3, 6)
3,[ 0.915  0.915],[ 0.915  0.915],[ 0.915  0.915],lbfgs,tanh,0.03,(4, 2)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.03,(4, 3)
3,[ 0.92462312  0.92039801],[ 0.92   0.925],[ 0.92230576  0.92269327],lbfgs,tanh,0.03,(4, 4)
3,[ 0.91133005  0.92385787],[ 0.925  0.91 ],[ 0.91811414  0.91687657],lbfgs,tanh,0.03,(4, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.03,(4, 6)
3,[ 0.89903846  0.93229167],[ 0.935  0.895],[ 0.91666667  0.91326531],lbfgs,tanh,0.03,(5, 2)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.03,(5, 3)
3,[ 0.91625616  0.92893401],[ 0.93   0.915],[ 0.92307692  0.92191436],lbfgs,tanh,0.03,(5, 4)
3,[ 0.89855072  0.92746114],[ 0.93   0.895],[ 0.91400491  0.91094148],lbfgs,tanh,0.03,(5, 5)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.03,(5, 6)
3,[ 0.90731707  0.92820513],[ 0.93   0.905],[ 0.91851852  0.9164557 ],lbfgs,tanh,0.03,(6, 2)
3,[ 0.89903846  0.93229167],[ 0.935  0.895],[ 0.91666667  0.91326531],lbfgs,tanh,0.03,(6, 3)
3,[ 0.91176471  0.92857143],[ 0.93  0.91],[ 0.92079208  0.91919192],lbfgs,tanh,0.03,(6, 4)
3,[ 0.91219512  0.93333333],[ 0.935  0.91 ],[ 0.92345679  0.92151899],lbfgs,tanh,0.03,(6, 5)
3,[ 0.93401015  0.92118227],[ 0.92   0.935],[ 0.92695214  0.9280397 ],lbfgs,tanh,0.03,(6, 6)
